School,lon,lat
首都师范大学附属朝阳实验小学翠成北校区,116.506366,39.857803
陈经纶中学嘉铭分校西校区小学部,116.4139,39.997646
北京化工大学附属中学小学部安苑校区,116.410382,39.987941
中国音乐学院附属北京实验学校高年级部,116.415034,39.994051
垂杨柳中心小学本部高部,116.466815,39.874765
垂杨柳中心小学本部低部,116.467157,39.874191
安民学校,116.509058,40.035233
北京市朝阳区呼家楼中心小学团结湖分校(东校区),116.482253,39.931421
北京市温榆河双语实验学校,116.493173,40.030761
朝阳区安贞街道文明市民中心校,116.400597,39.96707
垂杨柳中心小学本部低部,116.474644,39.874616
九十四中福园校区,116.57507,39.95878
远洋一方小学城,116.59435,39.911267
希望(小学部),116.456727,39.992471
朝阳区实验小学福源分校-南区,116.454156,39.953332
北京市第八十中学牌坊分校,116.456351,39.840363
南湖中园小学青年城,116.437386,40.030284
垂杨柳中心小学-高年级部,116.458797,39.88967
东高地第二小学,116.428573,39.801802
北京教育科学研究院(丰台学校),116.373446,39.7904
北京四中璞瑅学校-黄城根小学分校,116.440584,39.859312
师范学校附属小学城南校区,116.365735,39.836385
长辛店第一小学分校,116.20419,39.820489
万柳园小学,116.336161,39.851636
北京市丰台区大红门第二小学,116.406336,39.836701
北京丰台第五小学鸿业校区,116.304629,39.838783
丰台区第一小学远洋分校,116.390968,39.842492
北京市丰台区看丹小学,116.271257,39.837796
西罗园第五小学西校区,116.377937,39.859796
北京朝阳芳草地国际学校丽泽分校,116.342721,39.871609
新发地小学,116.335308,39.816906
成寿寺小学,116.444039,39.851558
北京市丰台区槐房小学,116.372935,39.818566
东高地第一小学,116.423266,39.808791
北京市丰台区师范学校附属小学,116.287199,39.855629
北京市丰台区芳星园第二小学,116.435159,39.860398
时光小学,116.419144,39.848315
北京舞蹈学院附中丰台实验小学,116.369068,39.858335
北京市丰台区丰台第五小学,116.284819,39.85245
丰台区第七小学校,116.29598,39.864349
右安门第一小学-首都医科大学附属小学,116.369072,39.865881
首都师范大学附属云岗小学南校区,116.15798,39.805877
北京市第十八中学(嘉泰学校),116.413083,39.837947
北京教育学院附属丰台实验学校,116.268584,39.886613
北京教育科学研究院丰台实验小学,116.427282,39.848219
北京丰台二中附属实验小学,116.245758,39.865002
首都师范大学附属云岗小学高学部,116.164742,39.813795
丰台第八小学,116.289059,39.838288
北京市丰台区大红门一小,116.403368,39.836794
北京市丰台区芳群园第一小学,116.423877,39.862759
角门小学,116.383906,39.846369
西罗园第六小学,116.391754,39.855909
北京丰台第五小学科丰校区,116.293033,39.836092
丰台第一小学丰益分校,116.309044,39.860563
赵登禹学校南校区-赵登禹学校小学部,116.368812,39.846503
长安新城小学,116.26123,39.886584
东铁匠营第一小学,116.418634,39.844416
小井小学,116.295766,39.877648
北京十二中附属实验小学,116.227775,39.877356
北京市赵登禹学校东校区,116.375938,39.851049
西马金润小学,116.38172,39.837561
北京市海淀区实验小学丰台分校,116.312255,39.88815
东铁匠营二小,116.42087,39.854512
东高地第四小学,116.428441,39.798491
东高地第三小学(西校区),116.413111,39.794593
新文达中小学(大成路校区),116.25589,39.889784
北京十一学校丰台小学,116.42537,39.840629
丰台第八中学附属小学,116.282843,39.816793
十八中附属小学,116.437807,39.864151
北京市丰台区扶轮小学,116.195543,39.831361
海淀区实验小学丰台分校(莲宝中路),116.299653,39.887909
北京铁路职工子弟第十一小学,116.289382,39.802762
丰台第五小学(万柳分校),116.336371,39.851582
芳古园小学西校区,116.418672,39.863882
北京市丰台区丰台第一小学,116.281236,39.848677
北京市丰台区卢沟桥第二小学,116.233672,39.847367
北京市大成学校小学部,116.260496,39.894289
北京市丰台区和义学校(东校区),116.409452,39.814964
大红门第一小学西校区,116.395034,39.839382
丰体时代小学,116.271782,39.86719
太平桥二小,116.317139,39.886549
丰台五小银地分校,116.333825,39.821129
丰台区实验学校小学一部,116.262783,39.851867
芳古园小学,116.42372,39.867972
北京小学丰台万年花城分校,116.313978,39.846764
西罗园第五小学总校,116.388286,39.859907
五爱屯小学,116.379643,39.801023
北京第二实验小学怡海分校,116.301723,39.832695
西罗园学校,116.392312,39.85833
丰台区长辛店第一小学,116.20622,39.8231
玉林小学,116.358742,39.865072
北京丰台五小京铁校区,116.282641,39.894506
阳春小学,116.304701,39.79073
晓月苑小学,116.239364,39.84032
四合庄小学,116.311425,39.828011
丰台区实验学校小学二部,116.259937,39.853413
卢沟桥第一小学校,116.224037,39.851884
北京市丰台区靛厂小学,116.288951,39.883903
北京市丰台区长辛店第七小学,116.203146,39.830494
东高地第三小学,116.421724,39.79783
芳城园小学,116.432932,39.868006
西罗园小学,116.388594,39.854596
北京市丰台区东罗园小学,116.407961,39.855496
丰台第二小学,116.291723,39.842282
北京市丰台区纪家庙小学,116.327127,39.851162
黄土岗小学,116.339843,39.833239
长辛店中心小学,116.171784,39.862462
东铁匠营第一小学,116.420316,39.860421
北京市丰台区分钟寺小学,116.454944,39.856661
蒲黄榆第一小学,116.415411,39.86903
草桥小学,116.35154,39.842963
首都经济贸易大学附属小学,116.310848,39.843743
和义学校-小学部,116.394889,39.809171
丰台第一小学(长辛店分校),116.196402,39.850632
十八中附属小学-芳星园小学,116.437876,39.864101
中央音乐学院附中小学部,116.426302,39.864851
大庄河完全小学,116.309253,39.850984
西罗园第五小学,116.388546,39.859471
丰台第五小学(万柳分校),116.421937,39.868489
丰师附小,116.286153,39.85512
首都医科大学附属小学,116.368011,39.866168
北京市丰台区第五小学教育集团,116.304327,39.838712
晨光文具小学,116.196383,39.849851
东铁营一小,116.421217,39.859788
丰台第二小学求实馆,116.291486,39.842048
丰台区人民村小学,116.270248,39.837271
镇岗塔路(北口),116.177869,39.822005
北京市丰台区第五小学教育集团,116.29324,39.835569
北京光明小学(和义校区),116.404905,39.815803
北京教育学院附属丰台实验学校东校区,116.271873,39.886999
黄城根小学分校(南三环东路辅路),116.440576,39.859729
丰师附小城区校区,116.365306,39.836407
右安门外西三条,116.36344,39.865608
镇岗塔路(东口),116.172452,39.818001
北京市石景山区麻峪小学,116.128519,39.933271
石景山先锋小学,116.171868,39.945682
北京市石景山区实验小学分校,116.245578,39.913051
红旗小学,116.139795,39.950097
北京市石景山区师范学校附属小学,116.233671,39.900122
爱乐实验小学,116.226363,39.897845
金顶街第四小学,116.170125,39.930287
西黄村小学,116.199193,39.933272
玉泉路小学,116.245545,39.913023
石景山区实验小学,116.2029,39.914253
石景山外语实验小学,116.198582,39.928758
石景山区第二实验小学,116.214903,39.90951
中国科学院附属玉泉小学(中科院校区),116.245427,39.911322
松月草堂,116.248655,39.904386
古城第二小学,116.192189,39.909077
北京市石景山区古城小学,116.184552,39.912217
北京市石景山区华奥学校(玉泉路校区),116.249129,39.915674
古城第二小学分校,116.188305,39.906333
金顶街第二小学,116.161868,39.928353
古城第二小学,116.189743,39.919311
北京大学附属小学(石景山学校),116.188195,39.953254
北京市京源学校(莲石湖分校),116.176461,39.892841
北京华德中杉学校,116.125134,39.958739
北京市石景山区电厂路小学,116.139932,39.937129
北京市石景山区水泥厂小学,116.179717,39.892545
北京市京源学校小学部,116.204548,39.892651
石景山外语实验小学分校,116.206199,39.942336
北京市石景山区石景山学校,116.151386,39.932615
爱乐实验小学,116.224144,39.892573
苹果园第二小学,116.18913,39.92982
五里坨小学,116.125512,39.954669
炮厂小学,116.13444,39.95612
中小学劳技中心,116.218816,39.910387
海特花园小学,116.185373,39.933484
北京市石景山区银河小学,116.219856,39.898143
北方工业大学附属学校小学部,116.195886,39.916948
北辛安小学,116.186368,39.914233
石景山区八角中里实验小学,116.201508,39.911718
北京市石景山区广宁村小学,116.151563,39.930583
古城第六小学,116.187658,39.905765
北京市石景山区向阳小学,116.216131,39.90267
北京教育科学研究院附属石景山实验学校(小学部),116.191314,39.912919
北京市石景山区广宁村小学,116.143026,39.929301
河堤东路(东口),116.172964,39.891743
北京市新英才学校小学部,116.519686,40.085303
木林镇贾山小学,116.799398,40.279328
马坡第二小学,116.613448,40.174504
西辛小学教育集团(东校区),116.641423,40.133699
北京市顺义区南彩学校,116.752865,40.139982
李桥中心小学,116.668099,40.030917
杨镇中心小学,116.834691,40.152355
北京市顺义区空港第二小学,116.525785,40.084078
小宋各庄一街一条,116.96954,40.06825
北京市第二实验小学顺义分校,116.544266,40.11225
木林中心小学,116.783058,40.248759
顺义区教育研究考试中心实验小学,116.639074,40.119912
西辛小学教育集团仁和校区,116.638852,40.119475
牛栏山第三小学,116.664272,40.205789
沿河中心小学校,116.706908,40.043185
顺义区双兴小学教育集团小店校区,116.826104,40.109589
教育研究和教师研修中心附属实验小学,116.83458,40.153278
首都师范大学附属顺义实验小学养正校区,116.646717,40.178409
北京市顺义区裕龙小学,116.668189,40.123616
北京市顺义区东风小学,116.674016,40.119415
北京市顺义区芳草外国语学校,116.610633,40.179017
北京市顺义区仓上小学,116.654798,40.114262
顺义区牛栏山第一小学,116.654084,40.22698
首都师范大学附属顺义实验小学,116.653343,40.184406
顺义区石园小学,116.688827,40.105988
天竺第二小学,116.564984,40.056201
顺义区双兴小学,116.658361,40.139926
裕达隆小学,116.557805,40.069319
顺义区东风小学,116.658061,40.123312
南法信中心小学,116.613789,40.14396
北京市牛栏山一中实验小学,116.670513,40.120061
顺义区牛栏山第二小学,116.673781,40.216155
顺义区石园小学,116.700269,40.102902
顺义一中附属小学,116.63968,40.111011
顺义区东风小学(西校区),116.653124,40.11931
李家桥村和平学校,116.673683,40.036934
明德小学,116.74008,40.248638
板桥中心小学,116.530168,40.211719
马坡小学,116.656559,40.17207
永青小学,116.743928,40.041074
高丽营第二小学,116.551684,40.152897
顺义区赵全营中心小学校,116.592812,40.210536
仇家店中心小学校,116.746436,40.194392
顺义区光明小学,116.660275,40.134837
天竺中心小学,116.57556,40.059672
空港小学,116.538512,40.090719
北京市顺义区沙岭学校,116.878609,40.156761
北小营中心小学,116.720781,40.202818
木林中心小学校,116.797018,40.246411
龙湾屯中心小学校,116.862236,40.228384
北京市顺义区河南村中心小学校,116.701079,40.102605
石园小学,116.666854,40.112943
南彩第二小学,116.716245,40.129855
北京市顺义区港馨小学,116.688415,40.106193
龙湖小学,116.664603,40.205721
北京市顺义区仓土小学,116.655155,40.114368
北京市顺义区小店中心小学校,116.826101,40.109573
光明小学教育集团(李各庄校区),116.817216,40.203688
顺义区东风小学,116.654578,40.114231
慧海英才小学部,116.656386,40.126535
小学小学小学,116.634284,40.166741
贾山小学,116.812657,40.283665
首都师范大学附属顺义实验小学一年级部,116.647429,40.179193
张镇小学,116.94641,40.147808
北务小学,116.82624,40.064227
后沙峪中心小学,116.544252,40.113336
南彩镇郝家疃小学,116.713136,40.163665
尹家府中心小学(新校区),116.886232,40.090563
李遂小学,116.755443,40.089085
北京市顺义区李各庄学校,116.818305,40.203567
大孙各庄中心小学,116.922861,40.089468
半壁店学校,116.633552,40.031676
顺义区北务镇社区教育中心学校,116.831015,40.064165
顺义区南彩镇四村联校,116.729871,40.164048
北京教科院附属顺义小学,116.516357,40.216809
南关小学,116.670535,39.901911
北京市通州区觅子店中学,116.871269,39.708448
北京市通州区新未来学校宋庄校区,116.725289,39.945676
通州区红星小学,116.555875,39.766906
通州区艺才小学,116.562093,39.756898
范庄小学,116.661289,39.939198
北京黄厂铺爱心小学,116.778327,39.730862
北京第二实验小学通州分校,116.702735,39.873922
北京市通州区潞苑小学,116.679736,39.945331
马驹桥中心小学,116.552476,39.755991
马驹桥镇实验小学,116.558884,39.76261
宋庄镇中心小学,116.729106,39.955343
运河小学,116.670632,39.891352
通州区永顺小学,116.653787,39.915164
东方小学(新街下坡),116.661324,39.905989
西马各庄小学,116.672172,39.731512
东方小学,116.66526,39.902652
牛堡屯学校小学部,116.691586,39.761503
西马庄小学,116.631551,39.912761
通州区张家湾镇中心小学,116.71992,39.852396
焦王庄小学,116.674198,39.938488
后南仓小学,116.649022,39.902035
北京市通州区台湖镇中心小学,116.58686,39.803703
北京通州玉桥小学,116.684,39.893663
龙旺庄学校,116.692561,39.937946
永顺镇中心小学分校,116.623678,39.904697
官园小学,116.648936,39.903731
北京小学通州分校,116.692493,39.919413
北京市通州区坚村小学,116.821005,39.690702
贡院小学,116.662317,39.910268
马驹桥镇大杜社小学,116.657792,39.753536
北苑小学,116.640048,39.901481
中山街小学,116.652804,39.90697
次渠家园小学,116.57609,39.805532
德仁务小学,116.780962,39.671223
北京市通州区通运小学,116.708976,39.902045
黄城根小学通州校区,116.734708,39.914613
葛渠小学,116.645137,40.014213
马驹桥金桥小学,116.53974,39.742387
东定安小学,116.836987,39.727729
沙古堆小学,116.796771,39.818989
北京市通州区富豪小学,116.65768,39.966866
向村艺术,116.723297,39.952733
兴顺实验小学,116.671991,39.944053
张湾村民族小学,116.698146,39.85615
嘉英学校,116.743077,39.95875
永顺镇乔庄小学,116.692893,39.89398
于家务回族乡小学,116.71328,39.723957
草厂小学,116.764392,39.74752
小张湾小学,116.555952,39.728418
运河小学(低年级部),116.666149,39.888209
大稿新村小学,116.636736,39.875328
郎府小学,116.833838,39.79203
师姑庄小学,116.765537,39.9183
通县肖林小学,116.903893,39.776447
通州区张家湾镇枣林庄民族小学,116.729437,39.811582
通州区上店小学,116.757577,39.841137
杜柳棵小学,116.840097,39.812805
大豆各庄小学,116.794213,39.844128
北京·通州·芙蓉小学,116.692567,39.911456
临河里小学,116.686662,39.877385
马驹桥文明市民学校中心校,116.558179,39.76344
靛庄小学,116.760802,39.803562
通州区张湾镇民族小学,116.707725,39.845339
北京市史家小学通州分校,116.687605,39.885201
西集镇中心小学,116.876953,39.815306
北京市通州区永顺镇中心小学,116.630892,39.895342
潞城镇中心小学,116.758758,39.88542
漷县镇中心小学,116.791523,39.776469
双埠头小学,116.685678,39.968633
渠头小学,116.729408,39.680591
梨园镇中心小学,116.668718,39.871326
大灰店小学,116.90314,39.806816
北辛店小学,116.741416,39.733725
新东仪小学,116.911813,39.82045
通州四中小学部,116.652192,39.907816
张湾村小学,116.705289,39.851036
通州区民族小学,116.669968,39.908124
北京教育科学研究院通州区第一实验小学,116.647103,39.88597
永乐店中心小学,116.781655,39.714681
全日制小学,116.716384,39.948778
通州区马驹桥镇金桥小学,116.53974,39.742387
中国人民大学附属中学通州校区-小学部,116.749499,39.895163
北师大未来实验小学,116.733745,39.914084
励志区A座,116.728883,39.954436
运河中学附属小学,116.698269,39.883082
小务小学,116.824098,39.675315
中国人民大学附属中学通州校区-小学部,116.728309,39.907343
通州区银河湾小学,116.584964,39.814635
德仁务后街路口,116.780971,39.675642
北京市通州区北神树希望小学,116.592665,39.80711
卜落垡小学,116.804836,39.86768
西垡小学,116.697593,39.690134
马头小学,116.8158,39.76438
通州区侯黄庄小学,116.879732,39.741817
徐辛庄小学,116.701157,39.9858
通州区柴厂屯小学,116.774676,39.635782
翟里小学,116.740965,40.003419
养心斋书画院(金桥教学点),116.541522,39.744243
黄村镇第一中心小学,116.346701,39.744512
北京景山学校大兴实验学校,116.339507,39.771064
北京市大兴区北臧村镇马村小学,116.263423,39.694985
后大营完全小学,116.37487,39.688966
小回城完全小学,116.535946,39.694844
北京亦庄实验小学,116.489873,39.757218
北京小学翡翠城分校,116.317707,39.767714
北京小学大兴分校亦庄学校,116.479314,39.783859
大兴区第二小学,116.325558,39.730827
北京教育学院附属大兴实验小学(融汇校区),116.321398,39.676335
黄村镇第二中心小学,116.288365,39.785095
亦庄镇第一中心小学,116.478207,39.796244
魏善庄镇第二中心小学,116.395199,39.631829
亦庄第二中心小学,116.498724,39.760262
魏善庄镇第一中心小学,116.420038,39.664255
北京市海淀区实验小学大兴分校,116.445471,39.801391
东研垡小学,116.429111,39.632545
北京市大兴区第二小学,116.35414,39.720406
北京师范大学大兴附属小学,116.319431,39.773676
榆垡第一中心小学,116.317816,39.51596
王各庄完全小学,116.452173,39.673746
北京教育科学研究院旧宫实验小学,116.454874,39.804237
青云店镇第一中心小学,116.51892,39.679874
大兴区第三小学,116.34084,39.733121
大兴区黄村镇一中心观音寺小学,116.349812,39.729736
北京大兴第八小学,116.336924,39.725184
北京市大兴区忠诚学校,116.279432,39.779204
枣园小学,116.326524,39.752309
马坊完全小学,116.539006,39.617779
大兴一小,116.335377,39.734689
北京市大兴区第五小学,116.336112,39.730302
北京市大兴区滨河小学,116.339571,39.752767
大兴区榆垡镇小店小学,116.396589,39.480168
大兴市榆垡镇第二中心小学,116.343854,39.475071
庞各庄镇第一中心小学,116.319217,39.627806
庞各庄镇第一中心小学南顿垡小学,116.372307,39.583973
北京市大兴区育苑希望学校,116.321825,39.644781
张公垡完小,116.304495,39.600385
北京教科院大兴实验小学,116.311132,39.759353
大兴区西红门镇志远小学,116.408176,39.762672
采育镇辛店小学,116.670882,39.662385
大兴区第十小学,116.292281,39.74731
北京小学翡翠城分校(南校区),116.315231,39.745996
北京印刷学院附属小学,116.314705,39.753877
大兴区礼贤镇龙头完全小学,116.41467,39.58819
北京市大兴区礼贤镇第二中心小学,116.350123,39.549058
赵村小学,116.24612,39.593225
留士庄民族小学,116.296924,39.553535
安定镇西芦小学,116.460128,39.61407
东白塔民族小学,116.492167,39.598245
安定镇中心小学,116.501773,39.619155
后安定小学,116.505483,39.644291
芦垡小学,116.417874,39.686653
天堂河小学,116.328271,39.6707
北京第二实验小学大兴实验学校,116.342163,39.796308
大兴区第二中心小学南大红门完全小学,116.46009,39.724414
大兴区第五小学(北校区),116.333144,39.746844
北京市大兴区建业学校,116.271477,39.750922
黄村镇孙村中小学校,116.400748,39.710903
北臧村镇皮各庄小学,116.274579,39.6529
庞各庄镇第二中心小学,116.276058,39.603678
大兴区黄村镇狼各庄民族小学,116.346334,39.670077
北京市大兴区星星学校,116.33864,39.773566
团河小学,116.373634,39.738824
大兴区第九小学清源西里校区,116.337384,39.743417
大同营小学,116.634562,39.618523
北京市大兴区第七小学,116.335329,39.740823
北京小学大兴分校,116.325524,39.739274
龙海学校,116.393022,39.749271
庞各庄北顿垡小学,116.361009,39.598808
留民庄小学,116.252527,39.629028
北泗小学,116.628426,39.693722
耀中国际学校(凉水河分校),116.524768,39.762232
青云店镇第二中心小学,116.471281,39.70671
大兴区中小学,116.340311,39.749915
北京市大兴区榆垈镇太子务小学,116.340077,39.510046
青云店镇第二中心小学,116.460808,39.72439
孙村中小学,116.400715,39.710847
北京第二实验小学,116.342319,39.795637
人大附中北京经济技术开发区学校小学部,116.488837,39.795346
垡上小学,116.473551,39.708954
青云店镇第一中心小学低年级部,116.513215,39.677543
北京市大兴区榆垡镇第二中心小学,116.316273,39.516465
北臧村镇中心小学,116.244925,39.663494
清华附中大兴学校北校区,116.318858,39.683671
黄村镇第一中心小学福苑校区,116.35049,39.753976
黄村镇综合文化中心,116.401186,39.710246
崔指挥营民族小学,116.436293,39.457682
南巷北二条,116.274807,39.753827
长子营二小,116.58698,39.641095
北京教育学院附属大兴实验小学,116.297978,39.702022
榆垡镇石垡小学,116.25865,39.566731
大兴区第六小学,116.341201,39.741643
薛营回民小学,116.323921,39.611176
北臧村镇诸营小学,116.244921,39.662026
庞各庄镇庆国完全小学,116.344202,39.61898
采育三小,116.696383,39.6123
魏善庄岳家务小学,116.389228,39.646376
北京小学翡翠城分校南校区低年级部,116.315221,39.747502
长阳中心小学,116.16971,39.759268
北京工商大学附属小学,116.12456,39.725049
房山区良乡中心小学,116.123918,39.725221
琉璃河水泥厂学校,116.043809,39.590793
南尚乐中心校下滩明德小学,115.74478,39.53881
良乡第二小学,116.137575,39.737234
黑古台民族小学,116.148247,39.704025
北京理工大学附属小学房山校区太平庄小学,116.119908,39.733954
良乡第三小学,116.132057,39.734192
窦店第二小学,116.065576,39.676235
东庄子小学,115.961395,39.819277
公议庄小学,116.201525,39.667228
黄城根小学房山分校,116.212977,39.769487
官道中心小学,116.148191,39.703938
南尚乐中心小学,115.775072,39.538065
北京市房山区良乡第四小学瑞雪校区,116.146757,39.719932
星城小学,116.065029,39.711607
圣水峪小学,115.802448,39.67076
京蓼学校,116.125632,39.707106
大董村完全小学,116.065363,39.723934
大宁学校,116.216267,39.809703
首都师范大学附属房山小学,116.146307,39.742833
房山第二小学,115.982748,39.698606
北京小学长阳分校,116.215149,39.760656
北京市房山区良乡小学,116.144537,39.73032
河北镇中心小学,115.935972,39.816198
路村完全小学,116.113156,39.58048
娄子水完全小学,115.919147,39.663477
磁家务小学,115.99254,39.798388
良乡四小滨河校区,116.153522,39.715372
北京市第十二中学教育集团良乡小学(铭品校区),116.191651,39.722005
房山区琉璃河镇南召中心小学,116.115125,39.606635
北京工商大学附属小学(东沿村校区),116.107101,39.736121
北京小学长阳分校(祥云校区),116.207033,39.752945
绿城小学,116.077033,39.711758
饶乐府小学,116.000776,39.706531
青龙湖镇北车营完全小学,116.020147,39.818816
交道中心小学,116.12045,39.648957
史家营中心小学,115.725499,39.829998
房山区四〇一学校,116.064627,39.736652
蒲洼乡平安中心小学,115.536949,39.734743
琉璃河镇窑上中心小学,116.199928,39.614172
大石窝镇半壁店小学,115.8402,39.553161
窦店镇兴隆庄完全小学,116.158013,39.640353
上万小学,116.042922,39.812431
南窖中心小学,115.848873,39.764819
夏村小学,116.033393,39.667578
东风小学,115.96141,39.754698
阎村中心小学,116.081392,39.70831
坨里中心小学,116.036126,39.776308
北京市房山区佛子庄乡中心小学,115.900876,39.829621
后石门完全小学,115.808546,39.589247
长沟镇中心小学,115.900709,39.575628
琉璃河三街完全小学,116.028856,39.595432
五侯中心小学,115.920889,39.607743
北京燕山羊耳峪小学,115.971282,39.761107
希望学校小学部,116.143086,39.722227
马各庄小学,116.016265,39.70247
芦村完全小学,116.043428,39.634126
琉璃河中心小学,116.021322,39.599195
吉羊小学,115.998073,39.621012
韩村河中心小学,115.951625,39.598768
北京市房山区青龙镇南四位完全小学,116.069005,39.806115
房山长育中心小学,115.970845,39.70363
北京市燕山前进第二小学,115.957809,39.720152
北京市房山区良乡行宫园学校,116.145407,39.751686
西营完全小学,116.223536,39.757663
务滋完全小学,116.15182,39.615476
阎村镇后沿村完全小学,116.09387,39.728372
东沿村小学,116.107789,39.735894
惠南庄小学,115.801353,39.530513
瓦井小学,115.925434,39.642076
西石羊完全小学,116.166417,39.67905
长沟镇北正完全小学,115.864104,39.567978
北京市房山区琉璃河镇兴礼完全小学,116.082277,39.594966
北京市房山区青龙湖镇中心小学,116.083922,39.773539
阎仙垡完全小学,116.225902,39.726744
固村完全小学,116.126566,39.74768
大石窝镇下滩明德小学,115.745362,39.53875
首都师范大学附属中学实验学校小学部,116.191208,39.7736
北京市房山区博识学校,115.947618,39.658118
阎村中心校后十三里小学,116.108765,39.693331
大石窝镇南尚乐中心小学,115.81864,39.555064
韩村河镇天开完全小学,115.902778,39.628294
常舍完全小学,116.146792,39.601481
顾册小学,115.975201,39.674115
黄城根小学(房山分校乐水校区),116.205632,39.768302
房山区城关小学(新城校区),116.009824,39.710586
南白岱完全小学,115.746669,39.569185
黄山店小学,115.85945,39.689865
房山孤山口小学,115.854315,39.640628
创唯学校,115.988119,39.68188
长沟峪小学,115.92445,39.716532
房山三小,115.980301,39.689371
北京市房山区城关镇羊头岗完全小学,116.015611,39.724711
张坊镇瓦沟完全小学,115.690456,39.620727
北京第一实验小学(房山分校),116.147118,39.720477
北京燕山向阳小学,115.958986,39.724174
霞云岭小学,115.746961,39.731475
房山区韩村河镇赵各庄完全小学,115.961636,39.617904
新街民族小学,115.936407,39.654611
田各庄村完全小学,116.01871,39.683646
龙泉河完全小学,115.881898,39.598895
房山区青龙湖镇沙窝完全小学,116.038618,39.756708
北坊小学,116.051148,39.738434
石楼镇大次洛完全小学,115.952844,39.631531
北京市房山区十渡中心小学,115.60172,39.651243
大安山中心小学,115.775819,39.886019
彦华希望小学,115.826095,39.812507
北京市房山区青龙湖镇大苑村完全小学,116.11149,39.767631
房山区青龙湖镇青龙湖中心校,116.111681,39.767138
晨曦学校,116.065527,39.724013
北京市房山区琉璃河镇祖村完全小学,116.079639,39.58022
曹章完全小学,115.956595,39.584983
西白岱完全小学,115.733259,39.567273
张坊中心小学,115.71072,39.572762
窦店中心小学,116.063867,39.643269
窦店镇望楚完全小学,116.086491,39.658007
房山区阎村镇后十三里完全小学,116.109473,39.693527
石楼中心小学,115.981403,39.641856
葫芦垡中心小学,116.216304,39.709096
周口店中心小学,115.944691,39.681705
北京小学翡翠城分校南校区,116.122073,39.732891
北京第二实验小学永定分校冯村小学,116.106127,39.910358
中国人民大学附属小学京西校区,116.108473,39.887325
王平村中心小学,115.995947,39.971004
军响中心小学,115.774723,39.997384
大峪第一小学,116.117472,39.917644
琉璃渠小学,116.088531,39.970507
大峪第二小学,116.099764,39.938345
北京市门头沟付家台中心小学,115.82993,40.016606
东辛房小学,116.06983,39.933008
北京八中京西附属小学,116.148356,39.900049
龙泉小学,116.08088,39.945143
北京市门头沟区城子小学,116.099186,39.953951
丁家滩小学,116.03668,39.98262
北京第二实验小学永定分校,116.106145,39.910377
龙泉镇成人学校龙泉雾小学分校,116.086091,39.983177
门头沟区大台中心千军台小学,115.858411,39.93668
黑山小学,116.092851,39.942225
斋堂中心小学,115.693554,39.971131
北京市门头沟区京师实验小学,116.089768,39.935285
三家店小学,116.106179,39.964889
育园小学,116.105497,39.931353
北京市大峪中学分校附属小学,116.105565,39.898594
马各庄小学,116.021792,39.968014
大台中心小学,115.941893,39.964726
付家台中心雁翅小学,115.901189,40.035455
潭柘寺中心小学,116.038095,39.874579
齐家庄中心小学,115.509212,39.94125
清水中心黄塔小学,115.562121,39.863546
昌平回龙观第二小学,116.343235,40.067201
巩华中心小学,116.273342,40.12411
老峪沟中心小学,115.923821,40.170991
北京市昌平区华成学校,116.414904,40.124951
北京市昌平区第四实验小学,116.264847,40.117681
清华大学附属小学昌平学校天通苑校区,116.425925,40.067723
流村中心小学,116.065922,40.170061
天通苑小学,116.435741,40.066254
东小口中心小学,116.404965,40.061596
首都师范大学附属回龙观育新教育集团华电附小,116.326944,40.079407
沙河中心于辛庄小学,116.298745,40.146989
昌平区南口镇小学,116.128072,40.235889
大东流中心小学,116.437025,40.175463
北京市昌平区北七家中心小学,116.437701,40.131942
平西府中心小学,116.37293,40.11026
回龙观中心小学,116.297467,40.078158
霍营中心小学,116.359746,40.074943
中国石油大学附属小学,116.251976,40.208977
城南中心小学,116.209507,40.217535
北京市昌平区城北中心东关小学,116.242647,40.218744
清华附小昌平学校,116.402631,40.040671
小汤山中心马坊小学,116.40034,40.153085
回龙观中心第一小学,116.332274,40.064988
流村中心西峰山小学,116.037754,40.158814
北京市昌平区巩华学校,116.284725,40.147099
北京市昌平区定福皇庄回民小学,116.27688,40.109502
南邵中心小学,116.284835,40.208308
清华大学附属中学昌平学校悦府校区小学部,116.357298,40.090489
中国石油大学附属小学-昌盛园小学,116.251346,40.211442
黄城根小学昌平学校,116.427062,40.109301
北航附小昌平学校,116.277984,40.142656
城北中心三街小学,116.236512,40.22699
北京市昌平区城北中心六街小学,116.228822,40.22192
昌平区第四中学小学部,116.209119,40.211669
霍营中心半截塔小学,116.390322,40.086183
北京育翔小学回龙观学校,116.313755,40.06233
北京市昌平区新龙学校,116.217836,40.167394
昌平第二实验小学,116.334982,40.076557
北京农学院附属小学,116.342616,40.067567
北京师范大学昌平附属学校小学部,116.267822,40.168788
平西府中心东沙各庄小学,116.407094,40.127731
南邵中心何营小学,116.289698,40.22099
七里渠中心白各庄小学,116.350892,40.117749
北京市昌平区崔村中心香堂小学,116.366963,40.243769
马池口中心百泉庄小学,116.211232,40.202716
昌平第三实验小学,116.456744,40.15503
后白虎涧小学,116.122552,40.13031
昌平区高崖口中心小学,116.016064,40.138968
泰陵园小学,116.212174,40.272908
亭自庄学校小学部,116.165161,40.184993
崔村中心小学,116.355679,40.219932
北京市昌平区十三陵中心小学,116.200343,40.243064
